"naid","workingStartDate","workingEndDate","workingDateLabel","dateBasis","title","localId","seriesNaid","seriesTitle","chapter","routing","reviewTopics","reviewFocus","reviewKeyExtent","markerStatus","markerRecordGroup","markerSeries","markerSubseries","hasOnlinePdf","pdfPages","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","ocrCharacterCount","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","provenanceStem","catalogUrl","pdfUrl"
"366551775","1989-07-01","1989-09-30","July-September 1989","Folder title month range","Soviet Power Collapse in Eastern Europe--CFE [Conventional Forces in Europe] July-September 1989","91121-003","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","CFE [Conventional Forces in Europe] Files","true","0","11460607","11460607","HTTP Content-Length","Restricted - Possibly","43084","5","6","0","0","7","15","3","5","0","4","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–003, Soviet Power Collapse in Eastern Europe—CFE [Conventional Forces in Europe] July—September 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–003, Soviet Power Collapse in Eastern Europe—CFE [Conventional Forces in Europe] July—September 1989.","https://catalog.archives.gov/id/366551775","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-cfe-91121-003.pdf"
"366551788","1989-07-01","1989-09-30","July-September 1989","Folder title month range","Soviet Power Collapse in Eastern Europe--Strategic Arms Control (July-September 1989)","91122-002","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","START [Strategic Arms Reduction Treaty] Files","true","0","15761612","15761612","HTTP Content-Length","Restricted - Possibly","56016","3","5","0","0","2","16","6","1","2","1","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, START [Strategic Arms Reduction Treaty] Files, OA/ID 91122–002, Soviet Power Collapse in Eastern Europe—Strategic Arms Control (July—September 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, START [Strategic Arms Reduction Treaty] Files, OA/ID 91122–002, Soviet Power Collapse in Eastern Europe—Strategic Arms Control (July—September 1989).","https://catalog.archives.gov/id/366551788","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-start-91122-002.pdf"
"366551898","1989-07-01","1989-09-30","July-September 1989","Folder title month range","Latin America--Central America (July-September 1989)","91138-002","4545957","Latin America Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Latin American Files","Central American Chronological Files","true","0","31871658","31871658","HTTP Content-Length","Restricted - Possibly","135623","10","7","21","0","21","24","3","18","0","2","1","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Central American Chronological Files, OA/ID 91138–002, Latin America—Central America (July—September 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Central American Chronological Files, OA/ID 91138–002, Latin America—Central America (July—September 1989).","https://catalog.archives.gov/id/366551898","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545957/41-bpr-scow-la-cachr-91138-002.pdf"
"366551923","1989-07-01","1989-09-30","July-September 1989","Folder title month range","Latin America--Panama (July-September 1989)","91140-001","4545957","Latin America Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Latin American Files","Panama Chronological Files","true","0","12781568","12781568","HTTP Content-Length","Restricted - Possibly","54674","1","5","9","0","8","44","10","19","3","7","0","0","5","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Panama Chronological Files, OA/ID 91140–001, Latin America—Panama (July—September 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Panama Chronological Files, OA/ID 91140–001, Latin America—Panama (July—September 1989).","https://catalog.archives.gov/id/366551923","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545957/41-bpr-scow-la-panama-91140-001.pdf"
"366551911","1989-07-01","1989-10-31","July-October 1989","Folder title month range","Latin America--Economics (July-October 1989)","91139-002","4545957","Latin America Files","Monetary Policy, Debt, and International Institutions","Volume XXX review","Latin America; Economic policy; Debt and trade; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Energy; Agriculture","This file belongs to the complete 13-folder Economic Chronological Files subseries. Screen its decision memoranda, presidential meeting materials, debt papers, trade papers, and follow-up actions individually for Volume XXX and route country-policy material to the appropriate regional volume. Country meeting packets and presidential conversations may duplicate the Presidential Correspondence Files or regional NSC staff files; compare dates, subjects, and document text before promotion.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Latin American Files","Economic Chronological Files","true","0","55648803","55648804","HTTP Content-Length","Restricted - Possibly","216823","11","10","7","0","16","535","175","218","85","9","10","5","19","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Economic Chronological Files, OA/ID 91139–002, Latin America—Economics (July—October 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Economic Chronological Files, OA/ID 91139–002, Latin America—Economics (July—October 1989).","https://catalog.archives.gov/id/366551911","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545957/41-bpr-scow-la-econchr-91139-002.pdf"
"366551924","1989-07-01","1989-10-31","July-October 1989","Folder title month range","Latin America--Panama (July-October 1989)","91140-002","4545957","Latin America Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Latin American Files","Panama Chronological Files","true","0","20943877","20943876","HTTP Content-Length","Restricted - Possibly","90224","4","2","1","4","21","87","20","37","15","10","1","2","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Panama Chronological Files, OA/ID 91140–002, Latin America—Panama (July—October 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Panama Chronological Files, OA/ID 91140–002, Latin America—Panama (July—October 1989).","https://catalog.archives.gov/id/366551924","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545957/41-bpr-scow-la-panama-91140-002.pdf"
"366551938","1989-07-01","1989-10-31","July-October 1989","Folder title month range","Middle East Peace (July-October 1989)","91142-002","4545976","Middle East Peace Process Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Middle East Peace Process Files","Chronological Files","true","0","53807811","53807812","HTTP Content-Length","Restricted - Possibly","193496","12","11","18","0","19","152","55","72","8","3","1","5","2","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Middle East Peace Process Files, Chronological Files, OA/ID 91142–002, Middle East Peace (July—October 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Middle East Peace Process Files, Chronological Files, OA/ID 91142–002, Middle East Peace (July—October 1989).","https://catalog.archives.gov/id/366551938","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545976/41-bpr-scow-mepp-chr-91142-002.pdf"
"366552145","1989-07-01","1989-12-31","July-December 1989","Folder title month range","Appointments Completed, July to December 1989 [1]","85034-003","74785770","Brent Scowcroft Administrative Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Administrative Files","","true","0","52575076","1234","HTTP Content-Length","Restricted - Possibly","187910","1","9","0","0","15","96","28","13","24","1","9","2","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Administrative Files, OA/ID 85034–003, Appointments Completed, July to December 1989 [1].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Administrative Files, OA/ID 85034–003, Appointments Completed, July to December 1989 [1].","https://catalog.archives.gov/id/366552145","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785770/41-bpr-scow-admin-85034-003.pdf"
"366552146","1989-07-01","1989-12-31","July-December 1989","Folder title month range","Appointments Completed, July to December 1989 [2]","85034-004","74785770","Brent Scowcroft Administrative Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Administrative Files","","true","0","41459315","1234","HTTP Content-Length","Restricted - Possibly","140972","1","19","0","0","8","42","4","8","6","2","21","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Administrative Files, OA/ID 85034–004, Appointments Completed, July to December 1989 [2].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Administrative Files, OA/ID 85034–004, Appointments Completed, July to December 1989 [2].","https://catalog.archives.gov/id/366552146","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785770/41-bpr-scow-admin-85034-004.pdf"
"366551664","1989-07-14","1989-10-02","July 14, 1989-October 2, 1989","Folder title date range","Presidential Meetings--Memorandum of Conversations 7/14/89-10/2/89","91107-005","4545941","Presidential Correspondence Files","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","Presidential conversations; Economic-content review; Parallel-copy check; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Agriculture","The complete Scowcroft folder contains presidential memoranda of conversation or telephone conversations with substantive economic-policy OCR signals. Review each conversation separately and promote only the passages that bear directly on Volume XXX. Parallel-copy control: match each conversation to the Bush Library Memcons and Telcons index and its canonical NARA item before selection. A Scowcroft folder copy is not a second documentary entry.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Presidential Correspondence Files","Presidential Memcons Files","true","0","49728286","49728288","HTTP Content-Length","Restricted - Possibly","218595","0","0","43","0","7","231","51","95","42","4","0","4","19","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107–005, Presidential Meetings—Memorandum of Conversations 7/14/89—10/2/89.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107–005, Presidential Meetings—Memorandum of Conversations 7/14/89—10/2/89.","https://catalog.archives.gov/id/366551664","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-005.pdf"
"366552201","1989-08-01","1989-08-31","August 1989","Folder title month","August 1989","85041-004","74785827","Brent Scowcroft Media Articles Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Media Articles Files","","true","0","29186569","1234","HTTP Content-Length","Restricted - Possibly","234745","0","0","0","0","0","35","10","5","6","10","2","0","2","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85041–004, August 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85041–004, August 1989.","https://catalog.archives.gov/id/366552201","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785827/41-bpr-scow-ma-85041-004.pdf"
"366552246","1989-08-01","1989-08-31","August 1989","Folder title month","August 1989","85046-008","74785753","Brent Scowcroft Scheduled Calls Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Scheduled Calls Files","","true","0","11504454","1234","HTTP Content-Length","Restricted - Possibly","52300","0","0","0","0","2","2","0","2","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85046–008, August 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85046–008, August 1989.","https://catalog.archives.gov/id/366552246","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785753/41-bpr-scow-schcalls-85046-008.pdf"
"366552294","1989-08-01","1989-08-31","August 1989","Folder title month","August 1989","85050-007","74785758","Brent Scowcroft Schedule Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Schedule Files","","true","0","7937530","1234","HTTP Content-Length","Restricted - Possibly","33161","0","0","0","0","12","12","0","10","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85050–007, August 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85050–007, August 1989.","https://catalog.archives.gov/id/366552294","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785758/41-bpr-scow-schedule-85050-007.pdf"
"366551767","1989-08-01","1989-08-31","August 1989","Folder title month","Soviet Power Collapse in Eastern Europe--SNF [Short-range Nuclear Forces] August 1989","91120-006","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","SNF [Short-range Nuclear Forces] Files","true","0","4992279","4992279","HTTP Content-Length","Restricted - Possibly","19252","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, SNF [Short-range Nuclear Forces] Files, OA/ID 91120–006, Soviet Power Collapse in Eastern Europe—SNF [Short-range Nuclear Forces]—August 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, SNF [Short-range Nuclear Forces] Files, OA/ID 91120–006, Soviet Power Collapse in Eastern Europe—SNF [Short-range Nuclear Forces]—August 1989.","https://catalog.archives.gov/id/366551767","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-snf-91120-006.pdf"
"366551800","1989-08-01","1989-08-31","August 1989","Folder title month","Soviet Power Collapse in Eastern Europe (August 1989)","91124-006","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","Soviet Power Collapse in Eastern Europe Files","true","0","3783566","3783566","HTTP Content-Length","Restricted - Possibly","13255","0","2","0","0","1","3","3","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91124–006, Soviet Power Collapse in Eastern Europe (August 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91124–006, Soviet Power Collapse in Eastern Europe (August 1989).","https://catalog.archives.gov/id/366551800","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-svp-91124-006.pdf"
"366551688","1989-08-01","1989-10-23","August 1, 1989-October 23, 1989","Folder title date range","Presidential Telephone Calls--Memorandum of Conversations 8/1/89-10/23/89","91111-003","4545941","Presidential Correspondence Files","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","Presidential telephone conversations; Economic-content review; Parallel-copy check; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies","The complete Scowcroft folder contains presidential memoranda of conversation or telephone conversations with substantive economic-policy OCR signals. Review each conversation separately and promote only the passages that bear directly on Volume XXX. Parallel-copy control: match each conversation to the Bush Library Memcons and Telcons index and its canonical NARA item before selection. A Scowcroft folder copy is not a second documentary entry.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Presidential Correspondence Files","Presidential Telcon Files","true","0","37200744","37200744","HTTP Content-Length","Restricted - Possibly","159502","0","0","47","0","4","37","10","3","4","6","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91111–003, Presidential Telephone Calls—Memorandum of Conversations 8/1/89—10/23/89.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91111–003, Presidential Telephone Calls—Memorandum of Conversations 8/1/89—10/23/89.","https://catalog.archives.gov/id/366551688","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91111-003.pdf"
"366551860","1989-08-01","1989-10-31","August-October 1989","Folder title month range","China: Tiananmen (August-October 1989)","91132-001","4545955","China Chronological Files","Strategic Trade, Technology, and Investment Controls","Boundary review","China; Tiananmen sanctions; Export controls; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Strategic trade and technology; Agriculture","The full OCR and opening withdrawal inventory identify a significant foreign-economic-policy strand, but the principal narrative belongs in a regional, Soviet, China, German-unification, or Persian Gulf volume. Review for cross-reference or a narrowly selected economic-policy document. Special-separate copy sets, meeting-file duplicates, and later retrospective chronologies are not separately promoted. Compare this file with the controlling regional and presidential records before selection.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","China Chronological Files","Tiananmen Files","true","0","21872721","21872720","HTTP Content-Length","Restricted - Possibly","98599","4","12","6","1","7","53","20","8","7","7","0","1","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, China Chronological Files, Tiananmen Files, OA/ID 91132–001, China: Tiananmen (August—October 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, China Chronological Files, Tiananmen Files, OA/ID 91132–001, China: Tiananmen (August—October 1989).","https://catalog.archives.gov/id/366551860","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545955/41-bpr-scow-cc-tian-91132-001.pdf"
"366552202","1989-09-01","1989-09-30","September 1989","Folder title month","September 1989","85041-005","74785827","Brent Scowcroft Media Articles Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Media Articles Files","","true","0","20229925","1234","HTTP Content-Length","Restricted - Possibly","204680","0","0","0","0","0","120","36","20","40","11","1","2","7","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85041–005, September 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85041–005, September 1989.","https://catalog.archives.gov/id/366552202","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785827/41-bpr-scow-ma-85041-005.pdf"
"366552247","1989-09-01","1989-09-30","September 1989","Folder title month","September 1989","85046-009","74785753","Brent Scowcroft Scheduled Calls Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Scheduled Calls Files","","true","0","12843042","1234","HTTP Content-Length","Restricted - Possibly","60999","0","0","0","0","2","11","0","2","0","0","0","1","8","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85046–009, September 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85046–009, September 1989.","https://catalog.archives.gov/id/366552247","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785753/41-bpr-scow-schcalls-85046-009.pdf"
"366552295","1989-09-01","1989-09-30","September 1989","Folder title month","September 1989","85050-008","74785758","Brent Scowcroft Schedule Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Schedule Files","","true","0","3962066","1234","HTTP Content-Length","Restricted - Possibly","14181","0","0","0","0","4","9","1","3","0","0","0","0","5","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85050–008, September 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85050–008, September 1989.","https://catalog.archives.gov/id/366552295","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785758/41-bpr-scow-schedule-85050-008.pdf"
"366551742","1989-09-01","1989-09-30","September 1989","Folder title month","USSR Collapse: U.S.--Soviet Relations Thru 1991 (September 1989)","91117-005","4545954","USSR Collapse Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Collapse Files","U.S - Soviet Relations Chronological Files","true","0","37498887","37498888","HTTP Content-Length","Restricted - Possibly","171142","4","4","17","0","36","49","12","31","1","1","1","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S - Soviet Relations Chronological Files, OA/ID 91117–005, USSR Collapse: U.S—Soviet Relations Thru 1991 (September 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S - Soviet Relations Chronological Files, OA/ID 91117–005, USSR Collapse: U.S—Soviet Relations Thru 1991 (September 1989).","https://catalog.archives.gov/id/366551742","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545954/41-bpr-scow-ussrco-ussrl-91117-005.pdf"
"366551801","1989-09-01","1989-09-30","September 1989","Folder title month","Soviet Power Collapse in Eastern Europe (September 1989)","91124-007","4708332","USSR Chronological Files","Transition Economies and International Economic Strategy","Boundary review","Eastern Europe; Economic assistance; Paris Summit; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Energy; Agriculture","The full OCR and opening withdrawal inventory identify a significant foreign-economic-policy strand, but the principal narrative belongs in a regional, Soviet, China, German-unification, or Persian Gulf volume. Review for cross-reference or a narrowly selected economic-policy document. Special-separate copy sets, meeting-file duplicates, and later retrospective chronologies are not separately promoted. Compare this file with the controlling regional and presidential records before selection.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","USSR Chronological Files","Soviet Power Collapse in Eastern Europe Files","true","0","38937265","38937264","HTTP Content-Length","Restricted - Possibly","161137","3","8","7","0","4","665","228","175","67","40","9","70","15","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91124–007, Soviet Power Collapse in Eastern Europe (September 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91124–007, Soviet Power Collapse in Eastern Europe (September 1989).","https://catalog.archives.gov/id/366551801","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-svp-91124-007.pdf"
"366552203","1989-10-01","1989-10-31","October 1989","Folder title month","October 1989","85041-006","74785827","Brent Scowcroft Media Articles Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Media Articles Files","","true","0","56227529","1234","HTTP Content-Length","Restricted - Possibly","531977","0","0","0","1","0","79","33","15","18","7","1","0","5","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85041–006, October 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85041–006, October 1989.","https://catalog.archives.gov/id/366552203","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785827/41-bpr-scow-ma-85041-006.pdf"
"366552248","1989-10-01","1989-10-31","October 1989","Folder title month","October 1989","85046-010","74785753","Brent Scowcroft Scheduled Calls Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Scheduled Calls Files","","true","0","14255280","1234","HTTP Content-Length","Restricted - Possibly","70532","0","0","0","0","3","12","0","2","0","3","0","1","6","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85046–010, October 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85046–010, October 1989.","https://catalog.archives.gov/id/366552248","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785753/41-bpr-scow-schcalls-85046-010.pdf"
"366552296","1989-10-01","1989-10-31","October 1989","Folder title month","October 1989","85050-009","74785758","Brent Scowcroft Schedule Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Schedule Files","","true","0","3626328","1234","HTTP Content-Length","Restricted - Possibly","15268","0","0","0","0","6","5","0","5","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85050–009, October 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85050–009, October 1989.","https://catalog.archives.gov/id/366552296","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785758/41-bpr-scow-schedule-85050-009.pdf"
"366551743","1989-10-01","1989-10-31","October 1989","Folder title month","USSR Collapse: U.S.--Soviet Relations Thru 1991 (October 1989)","91117-006","4545954","USSR Collapse Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Collapse Files","U.S - Soviet Relations Chronological Files","true","0","27937931","27937932","HTTP Content-Length","Restricted - Possibly","105126","11","6","0","0","9","68","26","22","0","4","0","8","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S - Soviet Relations Chronological Files, OA/ID 91117–006, USSR Collapse: U.S—Soviet Relations Thru 1991 (October 1989).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S - Soviet Relations Chronological Files, OA/ID 91117–006, USSR Collapse: U.S—Soviet Relations Thru 1991 (October 1989).","https://catalog.archives.gov/id/366551743","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545954/41-bpr-scow-ussrco-ussrl-91117-006.pdf"
"366551776","1989-10-01","1989-10-31","October 1989","Folder title month","Soviet Power Collapse in Eastern Europe--CFE [Conventional Forces in Europe] October 1989","91121-004","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","CFE [Conventional Forces in Europe] Files","true","0","5603767","5603767","HTTP Content-Length","Restricted - Possibly","20969","2","2","0","0","2","13","9","1","0","1","0","2","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–004, Soviet Power Collapse in Eastern Europe—CFE [Conventional Forces in Europe] October 1989.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–004, Soviet Power Collapse in Eastern Europe—CFE [Conventional Forces in Europe] October 1989.","https://catalog.archives.gov/id/366551776","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-cfe-91121-004.pdf"
