"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470760923","1989-10-24","1989-10-24","Catalog coverage dates","NSC0031a - October 24, 1989 - Classified Subject (File located @ LM)","90001-020","Series context and cross-volume routing","Series context","verified","959098","959098","HTTP Content-Length","Restricted - Possibly","0","0","0","0","1","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–020, NSC0031a—October 24, 1989—Classified Subject (File located @ LM).","https://catalog.archives.gov/id/470760923","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-31a-90001-020.pdf"
"470760926","1989-11-30","1989-11-30","Catalog coverage dates","NSC0032a - November 30, 1989 - Malta Summit, USSR","90001-023","Transition Economies and International Economic Strategy","Volume XXX review","verified","3823526","3823526","Catalog objectFileSize","Restricted - Possibly","2","1","0","0","1","26","15","2","6","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–023, NSC0032a—November 30, 1989—Malta Summit, USSR.","https://catalog.archives.gov/id/470760926","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-32a-90001-023.pdf"
"470760927","1989-12-05","1989-12-05","Catalog coverage dates","NSC0033 - December 05, 1989 - Malta Follow Up, Arms Control, Summit","90001-024","Transition Economies and International Economic Strategy","Volume XXX review","verified","19456868","10465461","HTTP Content-Length","Restricted - Possibly","2","1","0","0","8","69","26","10","18","2","3","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–024, NSC0033—December 05, 1989—Malta Follow Up, Arms Control, Summit.","https://catalog.archives.gov/id/470760927","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-33-90001-024.pdf"
"470760928","1989-12-18","1989-12-18","Catalog coverage dates","NSC0034 - December 18, 1989 - Libya","90001-025","Series context and cross-volume routing","Series context","verified","12660835","12660835","HTTP Content-Length","Restricted - Possibly","0","0","0","6","29","53","0","26","8","3","8","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–025, NSC0034—December 18, 1989—Libya.","https://catalog.archives.gov/id/470760928","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-34-90001-025.pdf"
"470760929","1990-01-09","1990-01-09","Catalog coverage dates","NSC0034a - January 09, 1990 - Covert Action Program (File located @ LM)","90001-026","Series context and cross-volume routing","Series context","verified","1915504","1915504","HTTP Content-Length","Restricted - Possibly","0","0","0","2","5","5","0","4","0","1","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–026, NSC0034a—January 09, 1990—Covert Action Program (File located @ LM).","https://catalog.archives.gov/id/470760929","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-34a-90001-026.pdf"
"470760930","1990-01-09","1990-01-09","Catalog coverage dates","NSC0035 - January 09, 1990 - TV Marti, Broadcasting, Cuba (File located @ LM)","90001-027","Series context and cross-volume routing","Series context","verified","990063","990063","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–027, NSC0035—January 09, 1990—TV Marti, Broadcasting, Cuba (File located @ LM).","https://catalog.archives.gov/id/470760930","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-35-90001-027.pdf"
"470760931","1990-01-16","1990-01-16","Catalog coverage dates","NSC0035a - January 16, 1990 - Conventional Forces in Europe Initiative, Arms Control","90001-028","Series context and cross-volume routing","Series context","verified","2483642","2483642","HTTP Content-Length","Restricted - Possibly","0","0","0","2","1","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–028, NSC0035a—January 16, 1990—Conventional Forces in Europe Initiative, Arms Control.","https://catalog.archives.gov/id/470760931","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-35a-90001-028.pdf"
"470760932","1990-01-17","1990-01-17","Catalog coverage dates","NSC0036 - January 17, 1990 - Panama [1]","90001-029","Monetary Policy, Debt, and International Institutions","Boundary review","verified","11322130","11322130","HTTP Content-Length","Restricted - Possibly","0","1","0","0","7","250","82","55","45","42","2","24","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–029, NSC0036—January 17, 1990—Panama [1].","https://catalog.archives.gov/id/470760932","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-36_1-90001-029.pdf"
"470760933","1990-01-17","1990-01-17","Catalog coverage dates","NSC0036 - January 17, 1990 - Panama [2]","90001-030","Monetary Policy, Debt, and International Institutions","Boundary review","verified","9317524","9317524","Catalog objectFileSize","Restricted - Possibly","0","1","0","0","9","250","61","53","55","34","13","34","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–030, NSC0036—January 17, 1990—Panama [2].","https://catalog.archives.gov/id/470760933","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-36_2-90001-030.pdf"
"470760934","1990-01-17","1990-01-17","Catalog coverage dates","NSC0036 - January 17, 1990 - Panama [3]","90001-031","Monetary Policy, Debt, and International Institutions","Boundary review","verified","4523190","4523190","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","11","42","2","17","8","1","3","11","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–031, NSC0036—January 17, 1990—Panama [3].","https://catalog.archives.gov/id/470760934","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-36_3-90001-031.pdf"
"470760935","1990-01-18","1990-01-18","Catalog coverage dates","NSC0037 - January 18, 1990 - International Economic Policy [1]","90001-032","Monetary Policy, Debt, and International Institutions","Volume XXX review","verified","7808934","7808934","Catalog objectFileSize","Restricted - Possibly","0","0","0","4","22","96","54","20","8","0","5","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–032, NSC0037—January 18, 1990—International Economic Policy [1].","https://catalog.archives.gov/id/470760935","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-37_1-90001-032.pdf"
"470760936","1990-01-18","1990-01-18","Catalog coverage dates","NSC0037 - January 18, 1990 - International Economic Policy [2]","90001-033","Monetary Policy, Debt, and International Institutions","Volume XXX review","verified","11243578","11243578","HTTP Content-Length","Restricted - Possibly","0","0","0","0","17","103","46","18","15","0","11","13","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–033, NSC0037—January 18, 1990—International Economic Policy [2].","https://catalog.archives.gov/id/470760936","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-37_2-90001-033.pdf"
"470760937","1990-01-22","1990-01-22","Catalog coverage dates","NSC0037a - January 22, 1990 - Conventional Forces in Europe Initiative, Arms Control, Germany Federal Republic","90001-034","Series context and cross-volume routing","Series context","verified","1411455","1411455","HTTP Content-Length","Restricted - Possibly","0","0","0","1","2","1","0","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–034, NSC0037a—January 22, 1990—Conventional Forces in Europe Initiative, Arms Control, Germany Federal Republic.","https://catalog.archives.gov/id/470760937","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-37a-90001-034.pdf"
"470760938","1990-02-01","1990-02-01","Catalog coverage dates","NSC0038 - February 01, 1990 - Arms Control Issues, Moscow Ministerial","90001-035","Series context and cross-volume routing","Series context","verified","2668455","2668455","HTTP Content-Length","Restricted - Possibly","0","0","0","2","5","4","0","4","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90001–035, NSC0038—February 01, 1990—Arms Control Issues, Moscow Ministerial.","https://catalog.archives.gov/id/470760938","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-38-90001-035.pdf"
"470760939","1990-02-09","1990-02-09","Catalog coverage dates","NSC0039 - February 09, 1990 - East Asia Strategy, National Security Review on Philippines Military Base Access [1]","90002-001","Monetary Policy, Debt, and International Institutions","Boundary review","verified","4857642","4857642","Catalog objectFileSize","Restricted - Possibly","0","0","0","4","9","20","0","8","4","0","4","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–001, NSC0039—February 09, 1990—East Asia Strategy, National Security Review on Philippines Military Base Access [1].","https://catalog.archives.gov/id/470760939","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-39_1-90002-001.pdf"
"470760940","1990-02-09","1990-02-09","Catalog coverage dates","NSC0039 - February 09, 1990 - East Asia Strategy, National Security Review on Philippines Military Base Access [2]","90002-002","Monetary Policy, Debt, and International Institutions","Boundary review","verified","7018251","7018251","Catalog objectFileSize","Restricted - Possibly","0","0","0","5","21","241","30","166","33","5","0","7","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–002, NSC0039—February 09, 1990—East Asia Strategy, National Security Review on Philippines Military Base Access [2].","https://catalog.archives.gov/id/470760940","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-39_2-90002-002.pdf"
"470760941","1990-02-09","1990-02-09","Catalog coverage dates","NSC0039 - February 09, 1990 - East Asia Strategy, National Security Review on Philippines Military Base Access [3]","90002-003","Monetary Policy, Debt, and International Institutions","Boundary review","verified","7847959","7847959","Catalog objectFileSize","Restricted - Possibly","0","0","0","5","14","245","30","159","37","5","4","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–003, NSC0039—February 09, 1990—East Asia Strategy, National Security Review on Philippines Military Base Access [3].","https://catalog.archives.gov/id/470760941","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-39_3-90002-003.pdf"
"470760942","1990-02-12","1990-02-12","Catalog coverage dates","NSC0040 - February 12, 1990 - Coordinating Committee for Multilateral Strategic Export Controls, Eastern Europe","90002-004","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","10803517","10803517","HTTP Content-Length","Restricted - Possibly","0","0","0","4","31","100","1","28","44","0","13","14","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–004, NSC0040—February 12, 1990—Coordinating Committee for Multilateral Strategic Export Controls, Eastern Europe.","https://catalog.archives.gov/id/470760942","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-40-90002-004.pdf"
"470760943","1990-03-29","1990-03-29","Catalog coverage dates","NSC0041 - March 29, 1990 - Covert Action (File located @ LM)","90002-005","Series context and cross-volume routing","Series context","verified","994813","994813","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","3","0","1","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–005, NSC0041—March 29, 1990—Covert Action (File located @ LM).","https://catalog.archives.gov/id/470760943","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-41-90002-005.pdf"
"470760944","1990-03-29","1990-03-29","Catalog coverage dates","NSC0042 - March 29, 1990 - Fiber Optic Systems for the USSR","90002-006","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","8142413","8142413","Catalog objectFileSize","Restricted - Possibly","0","0","0","2","27","41","0","24","3","0","5","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–006, NSC0042—March 29, 1990—Fiber Optic Systems for the USSR.","https://catalog.archives.gov/id/470760944","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-42-90002-006.pdf"
"470760945","1990-04-17","1990-04-17","Catalog coverage dates","NSC0043 - April 17, 1990 - Lithuania, USSR [1]","90002-007","Transition Economies and International Economic Strategy","Boundary review","verified","6514315","6514315","Catalog objectFileSize","Restricted - Possibly","3","1","0","4","3","72","35","2","14","9","8","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–007, NSC0043—April 17, 1990—Lithuania, USSR [1].","https://catalog.archives.gov/id/470760945","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-43_1-90002-007.pdf"
"470760946","1990-04-17","1990-04-17","Catalog coverage dates","NSC0043 - April 17, 1990 - Lithuania, USSR [2]","90002-008","Transition Economies and International Economic Strategy","Boundary review","verified","8824688","8824688","Catalog objectFileSize","Restricted - Possibly","1","1","0","0","8","191","79","9","25","23","55","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–008, NSC0043—April 17, 1990—Lithuania, USSR [2].","https://catalog.archives.gov/id/470760946","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-43_2-90002-008.pdf"
"470760947","1990-04-23","1990-04-23","Catalog coverage dates","NSC0043a - April 23, 1990 - Lithuania, USSR, Sanctions","90002-009","Transition Economies and International Economic Strategy","Boundary review","verified","2982387","2982387","Catalog objectFileSize","Restricted - Possibly","4","1","0","0","1","52","17","3","14","10","7","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–009, NSC0043a—April 23, 1990—Lithuania, USSR, Sanctions.","https://catalog.archives.gov/id/470760947","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-43a-90002-009.pdf"
"470760948","1990-04-30","1990-04-30","Catalog coverage dates","NSC0044 - April 30, 1990 - Cape York, Coordinating Committee for Multilateral Strategic Export Controls","90002-010","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","9555727","9555727","Catalog objectFileSize","Restricted - Possibly","0","0","0","4","34","99","3","30","49","0","9","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–010, NSC0044—April 30, 1990—Cape York, Coordinating Committee for Multilateral Strategic Export Controls.","https://catalog.archives.gov/id/470760948","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-44-90002-010.pdf"
"470760949","1990-04-30","1990-04-30","Catalog coverage dates","NSC0045 - April 30, 1990 - Coordinating Committee for Multilateral Strategic Export Controls","90002-011","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","11615795","11615795","HTTP Content-Length","Restricted - Possibly","0","0","0","0","23","97","2","20","49","0","14","12","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–011, NSC0045—April 30, 1990—Coordinating Committee for Multilateral Strategic Export Controls.","https://catalog.archives.gov/id/470760949","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-45-90002-011.pdf"
"470760950","1990-05-10","1990-05-10","Catalog coverage dates","NSC0046 - May 10, 1990 - Angola, Cambodia, Jordan","90002-012","Series context and cross-volume routing","Series context","verified","4129511","4129511","HTTP Content-Length","Restricted - Possibly","0","0","0","0","5","7","0","4","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–012, NSC0046—May 10, 1990—Angola, Cambodia, Jordan.","https://catalog.archives.gov/id/470760950","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-46-90002-012.pdf"
"470760951","1990-07-16","1990-07-16","Catalog coverage dates","NSC0047 - July 16, 1990 - Nuclear Matters","90002-013","Series context and cross-volume routing","Series context","verified","3100120","3100120","HTTP Content-Length","Restricted - Possibly","0","0","0","2","27","37","0","24","0","0","7","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–013, NSC0047—July 16, 1990—Nuclear Matters.","https://catalog.archives.gov/id/470760951","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-47-90002-013.pdf"
"470760952","1990-07-25","1990-07-25","Catalog coverage dates","NSC0048 - July 25, 1990 - Cape York, Space Policy, USSR","90002-014","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","15485332","15485332","HTTP Content-Length","Restricted - Possibly","0","1","0","2","17","59","0","15","7","0","19","18","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–014, NSC0048—July 25, 1990—Cape York, Space Policy, USSR.","https://catalog.archives.gov/id/470760952","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-48-90002-014.pdf"
"470760953","1990-08-02","1990-08-02","Catalog coverage dates","NSC0049 - August 02, 1990 - Persian Gulf Crisis, Iraq, Kuwait","90002-015","Monetary Policy, Debt, and International Institutions","Boundary review","verified","2249050","2249050","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","6","21","4","5","0","0","3","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–015, NSC0049—August 02, 1990—Persian Gulf Crisis, Iraq, Kuwait.","https://catalog.archives.gov/id/470760953","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-49-90002-015.pdf"
"470760954","1990-08-03","1990-08-03","Catalog coverage dates","NSC0049a - August 03, 1990 - Persian Gulf Crisis, Iraq, Kuwait","90002-016","Monetary Policy, Debt, and International Institutions","Boundary review","verified","4661694","4661694","Catalog objectFileSize","Restricted - Possibly","2","3","0","0","16","38","5","14","1","2","7","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–016, NSC0049a—August 03, 1990—Persian Gulf Crisis, Iraq, Kuwait.","https://catalog.archives.gov/id/470760954","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-49a-90002-016.pdf"
"470760955","1990-08-04","1990-08-04","Catalog coverage dates","NSC0050 - August 04, 1990 - Iraqi Invasion of Kuwait, Persian Gulf","90002-017","Monetary Policy, Debt, and International Institutions","Boundary review","verified","2625163","2625163","Catalog objectFileSize","Restricted - Possibly","0","0","0","3","2","13","4","1","1","3","2","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–017, NSC0050—August 04, 1990—Iraqi Invasion of Kuwait, Persian Gulf.","https://catalog.archives.gov/id/470760955","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-50-90002-017.pdf"
"470760956","1990-08-05","1990-08-05","Catalog coverage dates","NSC0051 - August 05, 1990 - Iraqi Invasion of Kuwait, Persian Gulf","90002-018","Series context and cross-volume routing","Series context","verified","1799624","1799624","Catalog objectFileSize","Restricted - Possibly","0","0","0","2","4","6","0","3","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–018, NSC0051—August 05, 1990—Iraqi Invasion of Kuwait, Persian Gulf.","https://catalog.archives.gov/id/470760956","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-51-90002-018.pdf"
"470760957","1990-08-06","1990-08-06","Catalog coverage dates","NSC0052 - August 06, 1990 - Iraqi Invasion of Kuwait, Persian Gulf","90002-019","Monetary Policy, Debt, and International Institutions","Boundary review","verified","4579797","4579797","Catalog objectFileSize","Restricted - Possibly","0","1","0","2","1","62","13","2","6","4","22","15","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–019, NSC0052—August 06, 1990—Iraqi Invasion of Kuwait, Persian Gulf.","https://catalog.archives.gov/id/470760957","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-52-90002-019.pdf"
"470760958","1990-08-15","1990-08-15","Catalog coverage dates","NSC0053 - August 15, 1990 - Iraqi Invasion of Kuwait, Persian Gulf","90002-020","Series context and cross-volume routing","Series context","verified","3025511","3025511","HTTP Content-Length","Restricted - Possibly","0","1","0","0","3","4","0","2","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–020, NSC0053—August 15, 1990—Iraqi Invasion of Kuwait, Persian Gulf.","https://catalog.archives.gov/id/470760958","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-53-90002-020.pdf"
"470760959","1990-08-29","1990-08-29","Catalog coverage dates","NSC0054 - August 29, 1990 - Persian Gulf Crisis, Economic Action Plan, Iraq [1]","90002-021","Monetary Policy, Debt, and International Institutions","Boundary review","verified","11045436","11045436","HTTP Content-Length","Restricted - Possibly","0","0","0","5","10","324","60","110","22","22","73","37","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–021, NSC0054—August 29, 1990—Persian Gulf Crisis, Economic Action Plan, Iraq [1].","https://catalog.archives.gov/id/470760959","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-54_1-90002-021.pdf"
"470760960","1990-08-29","1990-08-29","Catalog coverage dates","NSC0054 - August 29, 1990 - Persian Gulf Crisis, Economic Action Plan, Iraq [2]","90002-022","Monetary Policy, Debt, and International Institutions","Boundary review","verified","5660603","5660603","Catalog objectFileSize","Restricted - Possibly","3","1","0","0","1","215","47","71","24","25","37","11","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–022, NSC0054—August 29, 1990—Persian Gulf Crisis, Economic Action Plan, Iraq [2].","https://catalog.archives.gov/id/470760960","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-54_2-90002-022.pdf"
"470760961","1990-09-20","1990-09-20","Catalog coverage dates","NSC0055 - September 20, 1990 - Oil Supply, Energy, Persian Gulf [1]","90002-023","Monetary Policy, Debt, and International Institutions","Boundary review","verified","10102080","10102080","HTTP Content-Length","Restricted - Possibly","0","1","0","0","10","107","9","8","0","0","83","7","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–023, NSC0055—September 20, 1990—Oil Supply, Energy, Persian Gulf [1].","https://catalog.archives.gov/id/470760961","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-55_1-90002-023.pdf"
"470760962","1990-09-20","1990-09-20","Catalog coverage dates","NSC0055 - September 20, 1990 - Oil Supply, Energy, Persian Gulf [2]","90002-024","Monetary Policy, Debt, and International Institutions","Boundary review","verified","9358186","9358186","Catalog objectFileSize","Restricted - Possibly","7","3","0","0","11","283","6","9","0","0","264","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–024, NSC0055—September 20, 1990—Oil Supply, Energy, Persian Gulf [2].","https://catalog.archives.gov/id/470760962","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-55_2-90002-024.pdf"
"470760963","1990-10-09","1990-10-09","Catalog coverage dates","NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [1]","90002-025","Series context and cross-volume routing","Series context","verified","10442884","10442884","HTTP Content-Length","Restricted - Possibly","2","2","0","0","6","23","8","5","0","7","1","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–025, NSC0056—October 09, 1990—Nuclear Matters, Middle East and Gulf, Proliferation [1].","https://catalog.archives.gov/id/470760963","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf"
"470760964","1990-10-09","1990-10-09","Catalog coverage dates","NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [2]","90002-026","Series context and cross-volume routing","Series context","verified","5411298","5411298","Catalog objectFileSize","Restricted - Possibly","0","1","0","3","15","47","0","13","0","1","14","19","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, OA/ID 90002–026, NSC0056—October 09, 1990—Nuclear Matters, Middle East and Gulf, Proliferation [2].","https://catalog.archives.gov/id/470760964","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf"
