"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","markerFolderId","catalogFolderId","markerIdNote","hasOnlinePdf","pdfPages","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"446396847","1989-11-02","1989-11-02","Catalog coverage dates","NSD-30 - November 02, 1989 - National Space Policy (National Space Policy Directive 1) [1]","90004-001","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","90004-001","90004-001","","true","101","18240559","18240560","HTTP Content-Length","Restricted - Possibly","0","0","0","0","26","93","10","23","21","0","9","9","21","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–001, NSD–30—November 2, 1989—National Space Policy (National Space Policy Directive 1) [1].","https://catalog.archives.gov/id/446396847","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-30_1-90004-001.pdf"
"446396848","1989-11-02","1989-11-02","Catalog coverage dates","NSD-30 - November 02, 1989 - National Space Policy (National Space Policy Directive 1) [2]","90004-002","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","90004-002","90004-002","","true","49","6996910","6996910","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","23","31","0","21","3","0","2","2","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–002, NSD–30—November 2, 1989—National Space Policy (National Space Policy Directive 1) [2].","https://catalog.archives.gov/id/446396848","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-30_2-90004-002.pdf"
"446396849","1989-11-02","1989-11-02","Catalog coverage dates","NSD-30a - November 02, 1989 - Annex to NSD-30 and National Space Policy Directive 1 (File Located @ LM) [1]","90004-003","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","90004-003","90004-003","","true","89","16028495","16028495","HTTP Content-Length","Restricted - Possibly","0","0","0","0","25","108","18","22","34","0","10","10","14","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–003, NSD–30a—November 2, 1989—Annex to NSD–30 and National Space Policy Directive 1 (File Located @ LM) [1].","https://catalog.archives.gov/id/446396849","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-30a_1-90004-003.pdf"
"446396850","1989-11-02","1989-11-02","Catalog coverage dates","NSD-30a - November 02, 1989 - Annex to NSD-30 and National Space Policy Directive 1 (File Located @ LM) [2]","90004-004","Strategic Trade, Technology, and Investment Controls","Boundary review","not online","","90004-004","","false","0","0","0","No online PDF","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–004, NSD–30a—November 2, 1989—Annex to NSD–30 and National Space Policy Directive 1 (File Located @ LM) [2].","https://catalog.archives.gov/id/446396850",""
"446396851","1989-11-14","1989-11-14","Catalog coverage dates","NSD-31 - November 14, 1989 - Change to FY 1989 and FY 1990 Nuclear Weapons Deployment Plan","90004-005","Series context and cross-volume routing","Series context","verified","90004-005","90004-005","","true","22","5866502","5866502","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","6","23","3","5","4","2","4","1","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–005, NSD–31—November 14, 1989—Change to FY 1989 and FY 1990 Nuclear Weapons Deployment Plan.","https://catalog.archives.gov/id/446396851","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-31-90004-005.pdf"
"446396852","1989-11-30","1989-11-30","Catalog coverage dates","NSD-32 - November 30, 1989 - Economic Sanctions against Panama","90004-006","Trade Policy and Market Access","Boundary review","verified with catalog ID mismatch","90004-004","90004-006","90004-004 on the marker; 90004-006 in the Catalog and digital-object path","true","53","12485423","12485423","HTTP Content-Length","Restricted - Possibly","0","0","0","0","17","111","25","15","10","24","10","8","19","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–006, NSD–32—November 30, 1989—Economic Sanctions against Panama.","https://catalog.archives.gov/id/446396852","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-32-90004-006.pdf"
"446396853","1990-01-24","1990-01-24","Catalog coverage dates","NSD-33 - January 24, 1990 - U.S. Policy toward Panama: Post-Noriega","90004-007","Monetary Policy, Debt, and International Institutions","Boundary review","verified with catalog ID mismatch","90004-005","90004-007","90004-005 on the marker; 90004-007 in the Catalog and digital-object path","true","46","13686925","13686925","HTTP Content-Length","Restricted - Possibly","5","1","0","0","7","80","18","5","16","5","10","10","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–007, NSD–33—January 24, 1990—U.S. Policy toward Panama: Post-Noriega.","https://catalog.archives.gov/id/446396853","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-33-90004-007.pdf"
"446396854","1990-01-24","1990-01-24","Catalog coverage dates","NSD-34 - January 24, 1990 - Partnership with Panama: Action Plan to Foster Economic Recovery","90004-008","Monetary Policy, Debt, and International Institutions","Boundary review","verified with catalog ID mismatch","90004-006","90004-008","90004-006 on the marker; 90004-008 in the Catalog and digital-object path","true","50","17958086","17958086","HTTP Content-Length","Restricted - Possibly","4","1","0","0","4","236","50","30","63","17","12","22","42","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–008, NSD–34—January 24, 1990—Partnership with Panama: Action Plan to Foster Economic Recovery.","https://catalog.archives.gov/id/446396854","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-34-90004-008.pdf"
"446396855","1990-01-24","1990-01-24","Catalog coverage dates","NSD-35 - January 24, 1990 - U.S.-Soviet Economic Initiatives","90004-009","Transition Economies and International Economic Strategy","Volume XXX review","verified","90004-009","90004-009","","true","39","14476423","14476423","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","118","46","7","25","1","13","11","15","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–009, NSD–35—January 24, 1990—U.S.-Soviet Economic Initiatives.","https://catalog.archives.gov/id/446396855","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-35-90004-009.pdf"
"446396856","1990-02-06","1990-02-06","Catalog coverage dates","NSD-36 - February 06, 1990 - United States Arms Control Policy","90004-010","Series context and cross-volume routing","Series context","verified","90004-010","90004-010","","true","39","12261963","12261963","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","45","1","7","9","0","11","8","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–010, NSD–36—February 6, 1990—United States Arms Control Policy.","https://catalog.archives.gov/id/446396856","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-36-90004-010.pdf"
"446396857","1990-04-18","1990-04-18","Catalog coverage dates","NSD-37 - April 18, 1990 - Enduring Constitutional Government (File located @ LM)","90004-011","Series context and cross-volume routing","Series context","verified","90004-011","90004-011","","true","82","10320078","10320078","HTTP Content-Length","Restricted - Possibly","0","0","0","0","67","66","1","63","1","1","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–011, NSD–37—April 18, 1990—Enduring Constitutional Government (File located @ LM).","https://catalog.archives.gov/id/446396857","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-37-90004-011.pdf"
"446396858","1990-05-01","1990-05-01","Catalog coverage dates","NSD-38 - May 01, 1990 - Nuclear Weapons Deployment Authorization for FY 1990 and FY 1991","90004-012","Series context and cross-volume routing","Series context","verified","90004-012","90004-012","","true","39","5281412","5281412","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","24","24","1","22","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–012, NSD–38—May 1, 1990—Nuclear Weapons Deployment Authorization for FY 1990 and FY 1991.","https://catalog.archives.gov/id/446396858","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-38-90004-012.pdf"
"446396859","1990-05-01","1990-05-01","Catalog coverage dates","NSD-39 - May 01, 1990 - COCOM Policy toward Eastern Europe and Soviet Union","90004-013","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","90004-013","90004-013","","true","39","9553652","9553652","Catalog objectFileSize","Restricted - Possibly","2","2","0","0","10","76","1","8","54","0","7","0","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–013, NSD–39—May 1, 1990—COCOM Policy toward Eastern Europe and Soviet Union.","https://catalog.archives.gov/id/446396859","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-39-90004-013.pdf"
"446396860","1990-05-14","1990-05-14","Catalog coverage dates","NSD-40 - May 14, 1990 - Decisions on START Issues","90004-014","Series context and cross-volume routing","Series context","verified","90004-014","90004-014","","true","38","8621432","8621432","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","6","15","1","5","0","0","9","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–014, NSD–40—May 14, 1990—Decisions on START Issues.","https://catalog.archives.gov/id/446396860","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-40-90004-014.pdf"
"446396861","1990-05-29","1990-05-29","Catalog coverage dates","NSD-41 - May 29, 1990 - Organizing to Manage On-Site Inspection for Arms Control","90004-015","Series context and cross-volume routing","Series context","verified","90004-015","90004-015","","true","74","18017993","18017992","HTTP Content-Length","Restricted - Possibly","0","1","0","0","12","18","1","10","0","0","7","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–015, NSD–41—May 29, 1990—Organizing to Manage On-Site Inspection for Arms Control.","https://catalog.archives.gov/id/446396861","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-41-90004-015.pdf"
"446396862","1990-07-05","1990-07-05","Catalog coverage dates","NSD-42 - July 05, 1990 - National Policy for the Security of National Security Telecommunications and Information Systems [1]","90004-016","Series context and cross-volume routing","Series context","verified","90004-016","90004-016","","true","85","17752406","17752406","HTTP Content-Length","Restricted - Possibly","0","0","0","0","30","53","1","26","0","0","10","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–016, NSD–42—July 5, 1990—National Policy for the Security of National Security Telecommunications and Information Systems [1].","https://catalog.archives.gov/id/446396862","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-42_1-90004-016.pdf"
"446396863","1990-07-05","1990-07-05","Catalog coverage dates","NSD-42 - July 05, 1990 - National Policy for the Security of National Security Telecommunications and Information Systems [2]","90004-017","Series context and cross-volume routing","Series context","verified","90004-017","90004-017","","true","40","6106301","6106301","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","17","18","0","18","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–017, NSD–42—July 5, 1990—National Policy for the Security of National Security Telecommunications and Information Systems [2].","https://catalog.archives.gov/id/446396863","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-42_2-90004-017.pdf"
"446396864","1990-07-12","1990-07-12","Catalog coverage dates","NSD-43 - July 12, 1990 - FY 1990-FY 1995 Nuclear Weapons Stockpile Plan","90004-018","Series context and cross-volume routing","Series context","verified","90004-018","90004-018","","true","54","14202582","14202582","HTTP Content-Length","Restricted - Possibly","0","0","0","0","17","22","1","15","0","0","6","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–018, NSD–43—July 12, 1990—FY 1990-FY 1995 Nuclear Weapons Stockpile Plan.","https://catalog.archives.gov/id/446396864","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-43-90004-018.pdf"
"446396865","1990-07-18","1990-07-18","Catalog coverage dates","NSD-44 - July 18, 1990 - Organizing to Manage On-Site Verification of Nuclear Testing","90004-019","Series context and cross-volume routing","Series context","verified","90004-019","90004-019","","true","63","11277796","11277796","HTTP Content-Length","Restricted - Possibly","0","0","0","0","18","24","1","16","0","0","7","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–019, NSD–44—July 18, 1990—Organizing to Manage On-Site Verification of Nuclear Testing.","https://catalog.archives.gov/id/446396865","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-44-90004-019.pdf"
"446396866","1990-08-20","1990-08-20","Catalog coverage dates","NSD-45 - August 20, 1990 - U.S. Policy in Response to the Iraqi Invasion of Kuwait","90004-020","Trade Policy and Market Access","Boundary review","verified","90004-020","90004-020","","true","54","14166653","14166653","HTTP Content-Length","Restricted - Possibly","6","3","0","0","4","222","52","2","16","30","93","8","21","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–020, NSD–45—August 20, 1990—U.S. Policy in Response to the Iraqi Invasion of Kuwait.","https://catalog.archives.gov/id/446396866","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-45-90004-020.pdf"
"446396867","1990-09-07","1990-09-07","Catalog coverage dates","NSD-46 - September 07, 1990 - Cape York","90004-021","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","90004-021","90004-021","","true","64","16578494","16578494","HTTP Content-Length","Restricted - Possibly","0","0","0","0","14","58","2","12","23","1","6","0","14","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–021, NSD–46—September 7, 1990—Cape York.","https://catalog.archives.gov/id/446396867","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-46-90004-021.pdf"
"446396868","1990-10-05","1990-10-05","Catalog coverage dates","NSD-47 - October 05, 1990 - Counterintelligence and Security Countermeasures [1]","90004-022","Series context and cross-volume routing","Series context","verified","90004-022","90004-022","","true","40","9586695","9586695","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","19","16","0","16","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–022, NSD–47—October 5, 1990—Counterintelligence and Security Countermeasures [1].","https://catalog.archives.gov/id/446396868","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-47_1-90004-022.pdf"
"446396869","1990-10-05","1990-10-05","Catalog coverage dates","NSD-47 - October 05, 1990 - Counterintelligence and Security Countermeasures [2]","90004-023","Series context and cross-volume routing","Series context","verified","90004-023","90004-023","","true","40","9580898","9580898","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","4","23","1","3","0","0","7","0","12","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–023, NSD–47—October 5, 1990—Counterintelligence and Security Countermeasures [2].","https://catalog.archives.gov/id/446396869","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-47_2-90004-023.pdf"
"446396870","1990-10-10","1990-10-10","Catalog coverage dates","NSD-48 - October 10, 1990 - Nuclear Weapons Deployment Authorization for FY 1990 and FY 1991","90004-024","Series context and cross-volume routing","Series context","verified","90004-024","90004-024","","true","35","6026348","6026348","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","22","35","1","20","4","0","4","2","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–024, NSD–48—October 10, 1990—Nuclear Weapons Deployment Authorization for FY 1990 and FY 1991.","https://catalog.archives.gov/id/446396870","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-48-90004-024.pdf"
"446396871","1990-10-12","1990-10-12","Catalog coverage dates","NSD-49 - October 12, 1990 - Freedom of Navigation Program","90004-025","Series context and cross-volume routing","Series context","verified","90004-025","90004-025","","true","84","14003924","14003924","HTTP Content-Length","Restricted - Possibly","0","1","0","0","37","36","1","34","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–025, NSD–49—October 12, 1990—Freedom of Navigation Program.","https://catalog.archives.gov/id/446396871","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-49-90004-025.pdf"
"446396872","1990-10-12","1990-10-12","Catalog coverage dates","NSD-50 - October 12, 1990 - Decisions on START and CFE Issues","90004-026","Series context and cross-volume routing","Series context","verified","90004-026","90004-026","","true","35","9804296","9804296","Catalog objectFileSize","Restricted - Possibly","5","2","0","0","5","13","1","4","0","0","8","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–026, NSD–50—October 12, 1990—Decisions on START and CFE Issues.","https://catalog.archives.gov/id/446396872","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-50-90004-026.pdf"
"446396873","1990-10-17","1990-10-17","Catalog coverage dates","NSD-51 - October 17, 1990 - U.S. Government International Broadcasting [1]","90004-027","Series context and cross-volume routing","Series context","verified","90004-027","90004-027","","true","69","16760872","16760872","HTTP Content-Length","Restricted - Possibly","2","1","0","0","14","15","3","12","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–027, NSD–51—October 17, 1990—U.S. Government International Broadcasting [1].","https://catalog.archives.gov/id/446396873","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-51_1-90004-027.pdf"
"446396874","1990-10-17","1990-10-17","Catalog coverage dates","NSD-51 - October 17, 1990 - U.S. Government International Broadcasting [2]","90004-028","Series context and cross-volume routing","Series context","verified","90004-028","90004-028","","true","59","17192548","17192548","HTTP Content-Length","Restricted - Possibly","0","0","0","0","5","10","4","6","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–028, NSD–51—October 17, 1990—U.S. Government International Broadcasting [2].","https://catalog.archives.gov/id/446396874","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-51_2-90004-028.pdf"
"446396875","1990-10-17","1990-10-17","Catalog coverage dates","NSD-51 - October 17, 1990 - U.S. Government International Broadcasting [3]","90004-029","Series context and cross-volume routing","Series context","verified","90004-029","90004-029","","true","4","711592","711592","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–029, NSD–51—October 17, 1990—U.S. Government International Broadcasting [3].","https://catalog.archives.gov/id/446396875","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-51_3-90004-029.pdf"
"446396876","1990-10-17","1990-10-17","Catalog coverage dates","NSD-51 - October 17, 1990 - U.S. Government International Broadcasting [4]","90004-030","Series context and cross-volume routing","Series context","verified","90004-030","90004-030","","true","3","477882","477882","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–030, NSD–51—October 17, 1990—U.S. Government International Broadcasting [4].","https://catalog.archives.gov/id/446396876","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-51_4-90004-030.pdf"
"446396877","1990-10-22","1990-10-22","Catalog coverage dates","NSD-52 - October 22, 1990 - FY 1991 Sculpin Nuclear Test Program","90004-031","Series context and cross-volume routing","Series context","verified","90004-031","90004-031","","true","41","7416902","7416902","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","12","24","1","10","0","0","13","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–031, NSD–52—October 22, 1990—FY 1991 Sculpin Nuclear Test Program.","https://catalog.archives.gov/id/446396877","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-52-90004-031.pdf"
"446396878","1990-12-10","1990-12-10","Catalog coverage dates","NSD-53 - December 10, 1990 - Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [1]","90004-032","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","90004-032","90004-032","","true","62","25722923","25722924","HTTP Content-Length","Restricted - Possibly","0","0","0","0","18","125","1","18","84","0","9","0","13","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–032, NSD–53—December 10, 1990—Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [1].","https://catalog.archives.gov/id/446396878","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-53_1-90004-032.pdf"
"446396879","1990-12-10","1990-12-10","Catalog coverage dates","NSD-53 - December 10, 1990 - Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [2]","90004-033","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","90004-033","90004-033","","true","15","5342275","5342275","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","4","15","1","4","10","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–033, NSD–53—December 10, 1990—Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [2].","https://catalog.archives.gov/id/446396879","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-53_2-90004-033.pdf"
"446396880","1990-12-10","1990-12-10","Catalog coverage dates","NSD-53 - December 10, 1990 - Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [3]","90004-034","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","90004-034","90004-034","","true","52","23369034","23369034","HTTP Content-Length","Restricted - Possibly","0","0","0","0","31","129","1","31","89","0","1","7","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–034, NSD–53—December 10, 1990—Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [3].","https://catalog.archives.gov/id/446396880","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-53_3-90004-034.pdf"
"446396881","1990-12-10","1990-12-10","Catalog coverage dates","NSD-53 - December 10, 1990 - Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [4]","90004-035","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","90004-035","90004-035","","true","83","34893945","34893944","HTTP Content-Length","Restricted - Possibly","0","0","0","0","36","146","2","37","89","10","6","1","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–035, NSD–53—December 10, 1990—Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [4].","https://catalog.archives.gov/id/446396881","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-53_4-90004-035.pdf"
"446396882","1991-01-15","1991-01-15","Catalog coverage dates","NSD-54 - January 15, 1991 - Responding to Iraqi Aggression in the Gulf","90004-036","Trade Policy and Market Access","Boundary review","verified with handwritten correction","90004-026","90004-036","90004-026 crossed out; corrected by hand to 90004-036","true","39","17183335","17183336","HTTP Content-Length","Restricted - Possibly","1","0","0","0","5","73","17","5","0","4","33","0","14","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–036, NSD–54—January 15, 1991—Responding to Iraqi Aggression in the Gulf.","https://catalog.archives.gov/id/446396882","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-54-90004-036.pdf"
"446396883","1991-03-26","1991-03-26","Catalog coverage dates","NSD-55 - March 26, 1991 - Change 1 to NSD-48 - Nuclear Weapons Deployment Authorization for FY 1990 and FY 1991","90004-037","Series context and cross-volume routing","Series context","verified","90004-037","90004-037","","true","18","6958546","6958546","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","6","7","1","6","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–037, NSD–55—March 26, 1991—Change 1 to NSD–48—Nuclear Weapons Deployment Authorization for FY 1990 and FY 1991.","https://catalog.archives.gov/id/446396883","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-55-90004-037.pdf"
"446396884","1991-04-30","1991-04-30","Catalog coverage dates","NSD-56 - April 30, 1991 - National Security Emergency Preparedness Telecommunications Funding","90004-038","Series context and cross-volume routing","Series context","verified","90004-038","90004-038","","true","39","13489293","13489293","HTTP Content-Length","Restricted - Possibly","4","2","0","0","1","3","1","1","0","0","1","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–038, NSD–56—April 30, 1991—National Security Emergency Preparedness Telecommunications Funding.","https://catalog.archives.gov/id/446396884","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-56-90004-038.pdf"
