naid,localId,seriesNaid,seriesLocalId,seriesTitle,containerId,title,workingStartDate,workingEndDate,workingDateLabel,datePrecision,dateBasis,chapter,selection,routing,accessStatus,accessRestrictionNote,useStatus,markerStatus,markerRecordGroup,markerOffice,markerSeries,markerSubseries,markerOaId,markerFolderId,objectId,pdfBytes,ocrCharacterCount,memosToPresident,memosToScowcroft,memosToPorter,memorandaOfConversation,meetingRecords,withdrawalSheets,economicSignalTotal,tradeSignals,financeSignals,summitsSignals,transitionSignals,controlsSignals,reviewTopics,reviewFocus,economicSubjectLeads,archivalLocator,catalogUrl,pdfUrl
285411059,23371-001,2600868,GB-POD-034,Emily Mead Subject Files,23371,America's Climate Change Strategy An Action Agenda [Pamphlets],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under restrictions of the Presidential Records Act and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific closures and restrictions.,Unrestricted,verified in OCR,George H.W. Bush Presidential Records,"Policy Development, White House Office of","Mead, Emily, Files",,23371,23371-001,285411060,1234,47485,0,0,0,0,0,0,9,0,0,8,0,1,White House Office of Policy Development | Emily Mead Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.","levant greenhouse gases, their | gional climate change and water | sponding to the climate change issue | sponse to climate change will involve | duce greenhouse gases in the year","George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23371–001, America's Climate Change Strategy An Action Agenda [Pamphlets].",https://catalog.archives.gov/id/285411059,https://catalog.archives.gov/medialz/presidential-libraries/bush/foia/2017/41-bpr-poldev-mead-23371-001.pdf
285411061,23392-005,2600868,GB-POD-034,Emily Mead Subject Files,23392,Climate Change,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under restrictions of the Presidential Records Act and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific closures and restrictions.,Unrestricted,verified in OCR,George H.W. Bush Presidential Records,"Policy Development, White House Office of","Mead, Emily, Files",,23392,23392-005,285411062,1234,4918,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Emily Mead Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Emily Mead Subject Files, OA/ID 23392–005, Climate Change.",https://catalog.archives.gov/id/285411061,https://catalog.archives.gov/medialz/presidential-libraries/bush/foia/2017/41-bpr-poldev-mead-23392-005.pdf
352793411,06092-007,2600827,GB-POD-026,J. French Hill Files,06092,CFIUS [Committee on Foreign Investment in the US],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Strategic Trade, Technology, and Investment Controls",Core,Volume XXX review,Undetermined,The majority of these records have not been processed so access restrictions have not been determined.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Foreign investment,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 06092–007, CFIUS [Committee on Foreign Investment in the US].",https://catalog.archives.gov/id/352793411,
509545823,06092-008,2600827,GB-POD-026,J. French Hill Files,06092,Chile - Free Trade Agreement,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 06092–008, Chile - Free Trade Agreement.",https://catalog.archives.gov/id/509545823,
509545824,06092-009,2600827,GB-POD-026,J. French Hill Files,06092,China,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files,"Finding-aid lead retained because of country file in a policy staff series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 06092–009, China.",https://catalog.archives.gov/id/509545824,
509545835,06094-007,2600827,GB-POD-026,J. French Hill Files,06094,SII [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 06094–007, SII [1].",https://catalog.archives.gov/id/509545835,
509545836,06094-008,2600827,GB-POD-026,J. French Hill Files,06094,SII [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 06094–008, SII [2].",https://catalog.archives.gov/id/509545836,
509545837,06094-009,2600827,GB-POD-026,J. French Hill Files,06094,SII [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 06094–009, SII [3].",https://catalog.archives.gov/id/509545837,
509545838,06094-010,2600827,GB-POD-026,J. French Hill Files,06094,SII [4],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 06094–010, SII [4].",https://catalog.archives.gov/id/509545838,
509545839,06094-011,2600827,GB-POD-026,J. French Hill Files,06094,SII [5],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 06094–011, SII [5].",https://catalog.archives.gov/id/509545839,
509546414,07268-007,2600827,GB-POD-026,J. French Hill Files,07268,SII [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 07268–007, SII [1].",https://catalog.archives.gov/id/509546414,
509546415,07268-008,2600827,GB-POD-026,J. French Hill Files,07268,SII [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 07268–008, SII [2].",https://catalog.archives.gov/id/509546415,
509546416,07268-009,2600827,GB-POD-026,J. French Hill Files,07268,SII [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 07268–009, SII [3].",https://catalog.archives.gov/id/509546416,
509546417,07268-010,2600827,GB-POD-026,J. French Hill Files,07268,SII [4],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 07268–010, SII [4].",https://catalog.archives.gov/id/509546417,
509546418,07268-011,2600827,GB-POD-026,J. French Hill Files,07268,SII [5],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | J. French Hill Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, J. French Hill Files, OA/ID 07268–011, SII [5].",https://catalog.archives.gov/id/509546418,
509547516,08597-015,2600824,GB-POD-024,John Herrmann Subject Files,08597,Global Warming,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | John Herrmann Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, John Herrmann Subject Files, OA/ID 08597–015, Global Warming.",https://catalog.archives.gov/id/509547516,
509546520,07307-017,2600805,GB-POD-017,Michael Froman Subject Files,07307,North American Free Trade Agreement [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Michael Froman Subject Files | Trade policy | NAFTA boundary,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Michael Froman Subject Files, OA/ID 07307–017, North American Free Trade Agreement [1].",https://catalog.archives.gov/id/509546520,
509546521,07307-018,2600805,GB-POD-017,Michael Froman Subject Files,07307,North American Free Trade Agreement [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Michael Froman Subject Files | Trade policy | NAFTA boundary,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Michael Froman Subject Files, OA/ID 07307–018, North American Free Trade Agreement [2].",https://catalog.archives.gov/id/509546521,
509546522,07307-019,2600805,GB-POD-017,Michael Froman Subject Files,07307,China 301,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Michael Froman Subject Files,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Michael Froman Subject Files, OA/ID 07307–019, China 301.",https://catalog.archives.gov/id/509546522,
509546523,07308-001,2600805,GB-POD-017,Michael Froman Subject Files,07308,Free Trade With Mexico,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Michael Froman Subject Files | Trade policy | NAFTA boundary,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Michael Froman Subject Files, OA/ID 07308–001, Free Trade With Mexico.",https://catalog.archives.gov/id/509546523,
509545306,04020-002,2600830,GB-POD-027,Michael Klausner Subject Files,04020,European Community,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Michael Klausner Subject Files,"Finding-aid lead retained because of foreign-economic title terms, country file in a policy staff series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Michael Klausner Subject Files, OA/ID 04020–002, European Community.",https://catalog.archives.gov/id/509545306,
509545310,04020-012,2600830,GB-POD-027,Michael Klausner Subject Files,04020,National Committee on U.S.-China Relations,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Michael Klausner Subject Files,"Finding-aid lead retained because of country file in a policy staff series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Michael Klausner Subject Files, OA/ID 04020–012, National Committee on U.S.-China Relations.",https://catalog.archives.gov/id/509545310,
509545329,04152-046,2600856,GB-POD-031,Nancy Maloley Subject Files,04152,4/25 EENR Working Group Meeting - Global Warming,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04152–046, 4/25 EENR Working Group Meeting - Global Warming.",https://catalog.archives.gov/id/509545329,
509545334,04153-017,2600856,GB-POD-031,Nancy Maloley Subject Files,04153,Global Climate Change,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04153–017, Global Climate Change.",https://catalog.archives.gov/id/509545334,
509545335,04153-018,2600856,GB-POD-031,Nancy Maloley Subject Files,04153,Global Warming Initiatives,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04153–018, Global Warming Initiatives.",https://catalog.archives.gov/id/509545335,
509545337,04153-020,2600856,GB-POD-031,Nancy Maloley Subject Files,04153,Global Warming Working Group,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04153–020, Global Warming Working Group.",https://catalog.archives.gov/id/509545337,
509545338,04153-021,2600856,GB-POD-031,Nancy Maloley Subject Files,04153,Greenhouse Gases,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04153–021, Greenhouse Gases.",https://catalog.archives.gov/id/509545338,
509545339,04153-022,2600856,GB-POD-031,Nancy Maloley Subject Files,04153,Global Warming [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04153–022, Global Warming [1].",https://catalog.archives.gov/id/509545339,
509545340,04153-023,2600856,GB-POD-031,Nancy Maloley Subject Files,04153,Global Warming [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04153–023, Global Warming [2].",https://catalog.archives.gov/id/509545340,
509545341,04153-024,2600856,GB-POD-031,Nancy Maloley Subject Files,04153,Global Warming [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04153–024, Global Warming [3].",https://catalog.archives.gov/id/509545341,
509545350,04154-013,2600856,GB-POD-031,Nancy Maloley Subject Files,04154,"Environmental Issues for Upcoming Economic Summit, July, Paris [1]",9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Economic summits,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04154–013, Environmental Issues for Upcoming Economic Summit, July, Paris [1].",https://catalog.archives.gov/id/509545350,
509545351,04154-014,2600856,GB-POD-031,Nancy Maloley Subject Files,04154,"Environmental Issues for Upcoming Economic Summit, July, Paris [2]",9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files | Economic summits,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04154–014, Environmental Issues for Upcoming Economic Summit, July, Paris [2].",https://catalog.archives.gov/id/509545351,
509545352,04154-015,2600856,GB-POD-031,Nancy Maloley Subject Files,04154,Summit - Environmental Initiatives July - Paris [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04154–015, Summit - Environmental Initiatives July - Paris [1].",https://catalog.archives.gov/id/509545352,
