"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","pdfBytes","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","archivalLocator","catalogUrl","pdfUrl"
"452050540","1990-03-06","1991-09-03","OCR working span","EBRD [European Bank for Reconstruction and Development] [1]","CF00962-014","Monetary Policy, Debt, and International Institutions","Volume XXX review","verified","52175352","Restricted - Possibly","2","6","0","0","25","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–014, EBRD [European Bank for Reconstruction and Development] [1].","https://catalog.archives.gov/id/452050540","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-014.pdf"
"452050568","1990-03-15","1992-01-01","OCR working span","IEPR [International Economic Policy Review] Breakfasts [1]","CF00963-019","Monetary Policy, Debt, and International Institutions","Volume XXX review","verified","25824828","Restricted - Possibly","1","6","0","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–019, IEPR [International Economic Policy Review] Breakfasts [1].","https://catalog.archives.gov/id/452050568","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-019.pdf"
"452050519","1990-04-01","1990-10-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [1]","CF00961-017","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","20064922","Restricted - Possibly","0","0","0","0","35","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–017, COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [1].","https://catalog.archives.gov/id/452050519","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-017.pdf"
"452050520","1990-04-01","1990-10-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [2]","CF00961-018","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","46946880","Restricted - Possibly","0","1","0","0","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–018, COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [2].","https://catalog.archives.gov/id/452050520","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-018.pdf"
"452050521","1990-04-01","1990-10-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [3]","CF00961-019","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","25609260","Restricted - Possibly","0","0","0","0","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–019, COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [3].","https://catalog.archives.gov/id/452050521","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-019.pdf"
"452050522","1990-04-01","1990-10-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [4]","CF00961-020","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","29935616","Restricted - Possibly","0","2","0","0","24","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–020, COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [4].","https://catalog.archives.gov/id/452050522","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-020.pdf"
"452050523","1990-04-01","1990-10-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [5]","CF00961-021","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","25552320","Restricted - Possibly","0","0","0","0","20","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–021, COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [5].","https://catalog.archives.gov/id/452050523","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-021.pdf"
"452050524","1990-04-01","1990-10-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [6]","CF00961-022","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","25093656","Restricted - Possibly","0","3","0","7","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–022, COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [6].","https://catalog.archives.gov/id/452050524","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-022.pdf"
"452050525","1990-04-01","1990-10-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [7]","CF00961-023","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","23060414","Restricted - Possibly","1","3","0","8","21","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–023, COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [7].","https://catalog.archives.gov/id/452050525","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-023.pdf"
"452050526","1990-04-01","1990-10-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [8]","CF00961-024","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","12779314","Restricted - Possibly","0","0","0","0","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–024, COCOM [Coordinating Committee for Multilateral Export Controls] (April 1990 - October 1990) [8].","https://catalog.archives.gov/id/452050526","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-024.pdf"
"452050579","1990-05-10","1990-06-27","OCR working span","Latin America [2]","CF00964-010","Trade Policy and Market Access","Boundary review","verified","34957348","Restricted - Possibly","0","3","0","0","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–010, Latin America [2].","https://catalog.archives.gov/id/452050579","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-010.pdf"
"452050546","1990-06-04","1990-06-04","OCR working span","Fiber Optics [1]","CF00962-020","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","21220640","Restricted - Possibly","1","1","0","0","38","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–020, Fiber Optics [1].","https://catalog.archives.gov/id/452050546","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-020.pdf"
"452050548","1990-06-08","1990-06-08","OCR working span","Fiber Optics [3]","CF00962-022","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","27113200","Restricted - Possibly","2","3","0","0","51","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–022, Fiber Optics [3].","https://catalog.archives.gov/id/452050548","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-022.pdf"
"452050545","1990-06-27","1992-03-03","OCR working span","Enterprise for the Americas Initiative (EAI)","CF00962-019","Trade Policy and Market Access","Boundary review","verified","14080545","Restricted - Possibly","1","2","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–019, Enterprise for the Americas Initiative (EAI).","https://catalog.archives.gov/id/452050545","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-019.pdf"
"452050563","1990-07-09","1990-07-11","Catalog coverage dates","Houston [Economic] Summit (July 9-11, 1990) [1]","CF00963-014","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","68446368","Restricted - Possibly","7","4","8","0","14","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–014, Houston [Economic] Summit (July 9-11, 1990) [1].","https://catalog.archives.gov/id/452050563","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-014.pdf"
"452050564","1990-07-09","1990-07-11","Catalog coverage dates","Houston [Economic] Summit (July 9-11, 1990) [2]","CF00963-015","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","52293928","Restricted - Possibly","12","5","18","0","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–015, Houston [Economic] Summit (July 9-11, 1990) [2].","https://catalog.archives.gov/id/452050564","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-015.pdf"
"452050565","1990-07-09","1990-07-11","Catalog coverage dates","Houston [Economic] Summit (July 9-11, 1990) [3]","CF00963-016","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","70367664","Restricted - Possibly","4","10","0","0","41","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–016, Houston [Economic] Summit (July 9-11, 1990) [3].","https://catalog.archives.gov/id/452050565","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-016.pdf"
"452050566","1990-07-09","1990-07-11","Catalog coverage dates","Houston [Economic] Summit (July 9-11, 1990) [4]","CF00963-017","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","71117696","Restricted - Possibly","9","15","4","0","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–017, Houston [Economic] Summit (July 9-11, 1990) [4].","https://catalog.archives.gov/id/452050566","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-017.pdf"
"452050567","1990-07-09","1990-07-11","Catalog coverage dates","Houston [Economic] Summit (July 9-11, 1990) [5]","CF00963-018","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","72124088","Restricted - Possibly","3","7","0","0","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–018, Houston [Economic] Summit (July 9-11, 1990) [5].","https://catalog.archives.gov/id/452050567","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-018.pdf"
"452050561","1990-08-01","1990-10-16","OCR working span","Gulf Crisis Financial Coordination Group [4]","CF00963-012","Monetary Policy, Debt, and International Institutions","Boundary review","verified","24008116","Restricted - Possibly","0","2","0","0","12","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–012, Gulf Crisis Financial Coordination Group [4].","https://catalog.archives.gov/id/452050561","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-012.pdf"
"452050577","1990-08-02","1990-08-31","OCR working span","Iraq [2]","CF00964-008","Monetary Policy, Debt, and International Institutions","Boundary review","verified","27809660","Restricted - Possibly","5","2","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–008, Iraq [2].","https://catalog.archives.gov/id/452050577","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-008.pdf"
"452050559","1990-08-02","1991-04-15","OCR working span","Gulf Crisis Financial Coordination Group [2]","CF00963-010","Monetary Policy, Debt, and International Institutions","Boundary review","verified","47135168","Restricted - Possibly","0","1","0","3","18","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–010, Gulf Crisis Financial Coordination Group [2].","https://catalog.archives.gov/id/452050559","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-010.pdf"
"452050555","1990-08-02","1991-05-30","OCR working span","Export Controls [4]","CF00963-006","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","33168396","Restricted - Possibly","0","3","0","6","15","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–006, Export Controls [4].","https://catalog.archives.gov/id/452050555","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-006.pdf"
"452050605","1990-08-08","1991-05-29","OCR working span","Soviet Union [6]","CF00972-014","Transition Economies and International Economic Strategy","Volume XXX review","verified","20699584","Restricted - Possibly","1","0","0","0","15","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–014, Soviet Union [6].","https://catalog.archives.gov/id/452050605","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-014.pdf"
"452050620","1990-09-25","1991-06-25","OCR working span","Uruguay Round [4]","CF00972-029","Trade Policy and Market Access","Volume XXX review","verified","39965120","Restricted - Possibly","1","3","0","0","11","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–029, Uruguay Round [4].","https://catalog.archives.gov/id/452050620","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-029.pdf"
"452050536","1990-09-30","1992-03-03","OCR working span","Debt [1]","CF00962-010","Monetary Policy, Debt, and International Institutions","Volume XXX review","verified","35611264","Restricted - Possibly","2","2","0","0","16","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–010, Debt [1].","https://catalog.archives.gov/id/452050536","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-010.pdf"
"452050622","1990-10-25","1990-12-06","OCR working span","Uruguay Round [6]","CF00972-031","Trade Policy and Market Access","Volume XXX review","verified","41620080","Restricted - Possibly","10","7","3","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–031, Uruguay Round [6].","https://catalog.archives.gov/id/452050622","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-031.pdf"
"452050527","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [1]","CF00962-001","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","38829144","Restricted - Possibly","4","10","0","0","18","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–001, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [1].","https://catalog.archives.gov/id/452050527","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-001.pdf"
"452050528","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [2]","CF00962-002","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","22195564","Restricted - Possibly","0","3","0","4","23","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–002, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [2].","https://catalog.archives.gov/id/452050528","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-002.pdf"
"452050529","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [3]","CF00962-003","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","40153556","Restricted - Possibly","0","4","0","0","24","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–003, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [3].","https://catalog.archives.gov/id/452050529","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-003.pdf"
"452050530","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [4]","CF00962-004","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","32359168","Restricted - Possibly","5","5","0","0","26","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–004, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [4].","https://catalog.archives.gov/id/452050530","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-004.pdf"
"452050531","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [5]","CF00962-005","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","30365260","Restricted - Possibly","0","0","0","4","29","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–005, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [5].","https://catalog.archives.gov/id/452050531","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-005.pdf"
"452050532","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [6]","CF00962-006","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","57877924","Restricted - Possibly","0","2","0","8","24","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–006, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [6].","https://catalog.archives.gov/id/452050532","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-006.pdf"
"452050533","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [7]","CF00962-007","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","25389068","Restricted - Possibly","0","1","0","12","27","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–007, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [7].","https://catalog.archives.gov/id/452050533","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-007.pdf"
"452050534","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [8]","CF00962-008","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","7197963","Restricted - Possibly","0","0","0","0","12","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–008, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [8].","https://catalog.archives.gov/id/452050534","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-008.pdf"
"452050535","1990-11-01","1992-05-31","Catalog coverage dates","COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [9]","CF00962-009","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","10049131","Restricted - Possibly","0","0","0","1","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00962–009, COCOM [Coordinating Committee for Multilateral Export Controls] (November 1990 - May 1992) [9].","https://catalog.archives.gov/id/452050535","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00962-009.pdf"
"452050556","1990-11-16","1991-06-01","OCR working span","Export Controls [5]","CF00963-007","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","43240408","Restricted - Possibly","1","5","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–007, Export Controls [5].","https://catalog.archives.gov/id/452050556","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-007.pdf"
"452050621","1990-11-26","1990-12-21","OCR working span","Uruguay Round [5]","CF00972-030","Trade Policy and Market Access","Volume XXX review","verified","23042744","Restricted - Possibly","1","2","0","0","14","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–030, Uruguay Round [5].","https://catalog.archives.gov/id/452050621","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-030.pdf"
"452050560","1990-12-18","1991-01-11","OCR working span","Gulf Crisis Financial Coordination Group [3]","CF00963-011","Monetary Policy, Debt, and International Institutions","Boundary review","verified","31918204","Restricted - Possibly","0","1","0","0","19","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00963–011, Gulf Crisis Financial Coordination Group [3].","https://catalog.archives.gov/id/452050560","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00963-011.pdf"
"452050611","1991-01-14","1992-04-21","OCR working span","[Timothy] Deal Travel [2]","CF00972-020","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","41346104","Restricted - Possibly","0","3","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–020, [Timothy] Deal Travel [2].","https://catalog.archives.gov/id/452050611","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-020.pdf"
"452050512","1991-04-01","1991-04-30","Catalog coverage dates","[Nicholas] Brady Trip [to the Middle East] April 1991","CF00961-005","Monetary Policy, Debt, and International Institutions","Boundary review","verified","13924951","Restricted - Possibly","0","0","0","0","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00961–005, [Nicholas] Brady Trip [to the Middle East] April 1991.","https://catalog.archives.gov/id/452050512","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00961-005.pdf"
"452050612","1991-04-08","1991-07-25","OCR working span","[Timothy] Deal Travel [3]","CF00972-021","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","50101320","Restricted - Possibly","0","3","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–021, [Timothy] Deal Travel [3].","https://catalog.archives.gov/id/452050612","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-021.pdf"
"452050604","1991-05-27","1991-07-03","OCR working span","Soviet Union [5]","CF00972-013","Transition Economies and International Economic Strategy","Volume XXX review","verified","17458540","Restricted - Possibly","3","1","0","0","20","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00972–013, Soviet Union [5].","https://catalog.archives.gov/id/452050604","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-013.pdf"
"452050581","1991-07-01","1991-07-31","Catalog coverage dates","London [Economic] Summit [July 1991] [1]","CF00964-012","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","63148004","Restricted - Possibly","0","1","11","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–012, London [Economic] Summit [July 1991] [1].","https://catalog.archives.gov/id/452050581","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-012.pdf"
"452050582","1991-07-01","1991-07-31","Catalog coverage dates","London [Economic] Summit [July 1991] [2]","CF00964-013","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","8623853","Restricted - Possibly","0","0","0","0","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–013, London [Economic] Summit [July 1991] [2].","https://catalog.archives.gov/id/452050582","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-013.pdf"
"452050583","1991-07-01","1991-07-31","Catalog coverage dates","London [Economic] Summit [July 1991] [3]","CF00964-014","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","20695860","Restricted - Possibly","10","5","0","0","22","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–014, London [Economic] Summit [July 1991] [3].","https://catalog.archives.gov/id/452050583","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-014.pdf"
"452050584","1991-07-01","1991-07-31","Catalog coverage dates","London [Economic] Summit [July 1991] [4]","CF00964-015","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","16428877","Restricted - Possibly","2","2","0","0","11","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–015, London [Economic] Summit [July 1991] [4].","https://catalog.archives.gov/id/452050584","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-015.pdf"
"452050585","1991-07-01","1991-07-31","Catalog coverage dates","London [Economic] Summit [July 1991] [5]","CF00964-016","Economic Summits and Industrialized-Country Cooperation","Volume XXX review","verified","10145546","Restricted - Possibly","0","0","0","0","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Subject Files, OA/ID CF00964–016, London [Economic] Summit [July 1991] [5].","https://catalog.archives.gov/id/452050585","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00964-016.pdf"
