"id","date","title","heading","dateline","type","chapter","selection","releaseStatus","pageCount","withheldPages","extentLabel","classification","naid","localId","sourceNoteStatus","archivalLocator","notes","catalogUrl","pdfUrl"
"lead-470761281","1991-04-04","NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [5]","National Security Council Deputies Committee Meeting File: NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [5]","April 4, 1991","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","59","","59 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761281","90019–012","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–012, NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [5].","Boundary review. Part 5 includes FMS debt projections and Multilateral Assistance Initiative material; deduplicate against parts 1 through 4. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761281","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-264_5-90019-012.pdf"
"lead-352356450","1991-05-08","NSC/DC 278—May 08, 1991—NSC/DC Meeting on Strategic Petroleum Reserve / SPR, Keywords: Oil, Energy","National Security Council Deputies Committee Meeting File: NSC/DC 278—May 08, 1991—NSC/DC Meeting on Strategic Petroleum Reserve / SPR, Keywords: Oil, Energy","May 8, 1991","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Core","Online file unit; item audit pending","65","","65 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","352356450","90019–028","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–028, NSC/DC 278—May 08, 1991—NSC/DC Meeting on Strategic Petroleum Reserve / SPR, Keywords: Oil, Energy.","Direct Volume XXX review. The released minutes, summary, and decision papers address Strategic Petroleum Reserve acquisition choices and their fiscal and energy-policy effects. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/352356450","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-278-90019-028.pdf"
"lead-470761303","1991-05-31","NSC/DC 284—May 31, 1991—NSC/DC Meeting on Middle East Export Control Policy, Keywords: Middle East, Export Controls","National Security Council Deputies Committee Meeting File: NSC/DC 284—May 31, 1991—NSC/DC Meeting on Middle East Export Control Policy, Keywords: Middle East, Export Controls","May 31, 1991","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","68","","68 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761303","90020–003","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90020–003, NSC/DC 284—May 31, 1991—NSC/DC Meeting on Middle East Export Control Policy, Keywords: Middle East, Export Controls.","Direct Volume XXX review. The folder contains the summary and policy papers for a review of Middle East export-control policy; retain regional cross-references. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761303","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-284-90020-003.pdf"
"lead-470761329","1991-08-28","NSC/DC 308—August 28, 1991—NSC/DC Meeting re: Humanitarian Assistance to USSR, Keywords: USSR, Economic Assistance","National Security Council Deputies Committee Meeting File: NSC/DC 308—August 28, 1991—NSC/DC Meeting re: Humanitarian Assistance to USSR, Keywords: USSR, Economic Assistance","August 28, 1991","NSC/Deputies Committee file","Transition Economies and International Economic Strategy","Core","Online file unit; item audit pending","65","","65 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761329","90020–030","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90020–030, NSC/DC 308—August 28, 1991—NSC/DC Meeting re: Humanitarian Assistance to USSR, Keywords: USSR, Economic Assistance.","Direct Volume XXX review. The packet combines humanitarian-assistance planning with papers on international economic cooperation with the Soviet Union and a Sherpa meeting. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761329","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-308-90020-030.pdf"
"lead-470761336","1991-09-27","NSC/DC 313A—September 27, 1991—NSC/DC Meeting re: International Coordination of Humanitarian Assistance to USSR, Keywords: USSR, Economic Assistance","National Security Council Deputies Committee Meeting File: NSC/DC 313A—September 27, 1991—NSC/DC Meeting re: International Coordination of Humanitarian Assistance to USSR, Keywords: USSR, Economic Assistance","September 27, 1991","NSC/Deputies Committee file","Transition Economies and International Economic Strategy","Core","Online file unit; item audit pending","11","","11 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761336","90021–001","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–001, NSC/DC 313A—September 27, 1991—NSC/DC Meeting re: International Coordination of Humanitarian Assistance to USSR, Keywords: USSR, Economic Assistance.","Direct Volume XXX review. This short follow-up file concerns international coordination of humanitarian assistance to the Soviet Union. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761336","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-313a-90021-001.pdf"
"lead-470761339","1991-10-25","NSC/DC 316—October 25, 1991—NSC/DC Meeting on Haiti, Keywords: Haiti","National Security Council Deputies Committee Meeting File: NSC/DC 316—October 25, 1991—NSC/DC Meeting on Haiti, Keywords: Haiti","October 25, 1991","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","69","","69 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761339","90021–004","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–004, NSC/DC 316—October 25, 1991—NSC/DC Meeting on Haiti, Keywords: Haiti.","Boundary review. The Haiti meeting file includes trade-sanctions papers and a proposed executive order imposing financial sanctions; route against the Latin America volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761339","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-316-90021-004.pdf"
"lead-470761340","1991-10-29","NSC/DC 317—October 29, 1991—NSC/DC Meeting re: Intra COCOM Trade in MTCR Annex Items, Keywords: COCOM, MTCR, Non-Proliferation, Arms Control","National Security Council Deputies Committee Meeting File: NSC/DC 317—October 29, 1991—NSC/DC Meeting re: Intra COCOM Trade in MTCR Annex Items, Keywords: COCOM, MTCR, Non-Proliferation, Arms Control","October 29, 1991","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","41","","41 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761340","90021–005","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–005, NSC/DC 317—October 29, 1991—NSC/DC Meeting re: Intra COCOM Trade in MTCR Annex Items, Keywords: COCOM, MTCR, Non-Proliferation, Arms Control.","Direct Volume XXX review. The file contains minutes, a summary, and a decision paper on intra-COCOM trade in MTCR Annex items. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761340","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-317-90021-005.pdf"
"lead-470761346","1991-12-02","NSC/DC 323—December 2, 1991—NSC/DC Meeting re: Libyan-Sanctions for Pan Am 103, Keywords: Libya, Pan Am 103, Sanctions","National Security Council Deputies Committee Meeting File: NSC/DC 323—December 2, 1991—NSC/DC Meeting re: Libyan-Sanctions for Pan Am 103, Keywords: Libya, Pan Am 103, Sanctions","December 2, 1991","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","55","","55 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761346","90021–011","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–011, NSC/DC 323—December 2, 1991—NSC/DC Meeting re: Libyan-Sanctions for Pan Am 103, Keywords: Libya, Pan Am 103, Sanctions.","Boundary review. The Deputies Committee packet develops a sanctions menu and allied consultation strategy after the Pan Am 103 indictments; route against the terrorism and regional volumes. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761346","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-323-90021-011.pdf"
"lead-470761347","1991-12-05","NSC/DC 324—December 05, 1991—NSC/DC Meeting re: Machine Tool Voluntary Restraint Agreements, Keywords: International Trade","National Security Council Deputies Committee Meeting File: NSC/DC 324—December 05, 1991—NSC/DC Meeting re: Machine Tool Voluntary Restraint Agreements, Keywords: International Trade","December 5, 1991","NSC/Deputies Committee file","Trade Policy and Market Access","Core","Online file unit; item audit pending","53","","53 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761347","90021–012","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–012, NSC/DC 324—December 05, 1991—NSC/DC Meeting re: Machine Tool Voluntary Restraint Agreements, Keywords: International Trade.","Direct Volume XXX review. The file presents machine-tool voluntary-restraint options and the Deputies Committee briefing record. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761347","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-324-90021-012.pdf"
"lead-470761348","1991-12-13","NSC/DC 325—December 13, 1991—NSC/DC Meeting re: Yugoslavia, Keywords: Yugoslavia","National Security Council Deputies Committee Meeting File: NSC/DC 325—December 13, 1991—NSC/DC Meeting re: Yugoslavia, Keywords: Yugoslavia","December 13, 1991","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","122","","122 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761348","90021–013","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–013, NSC/DC 325—December 13, 1991—NSC/DC Meeting re: Yugoslavia, Keywords: Yugoslavia.","Boundary review. The Yugoslavia packet weighs selective sanctions, a trade embargo, and the impact of an oil embargo; route against the Western Europe volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761348","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-325-90021-013.pdf"
"lead-470761353","1991-12-23","NSC/DC 330—December 23, 1991—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia","National Security Council Deputies Committee Meeting File: NSC/DC 330—December 23, 1991—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia","December 23, 1991","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","83","","83 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761353","90021–018","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–018, NSC/DC 330—December 23, 1991—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia.","Boundary review. The December 23 review links recognition policy to selective sanctions and possible relief or escalation; compare it with the December 13 packet. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761353","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-330-90021-018.pdf"
"lead-470761355","1992-01-17","NSC/DC 332—January 17, 1992—NSC/DC Meeting on Combating Spread of Militarily Useful Technology FM Former Soviet Union, Keywords: Technology Transfers, USSR, Non-Proliferation","National Security Council Deputies Committee Meeting File: NSC/DC 332—January 17, 1992—NSC/DC Meeting on Combating Spread of Militarily Useful Technology FM Former Soviet Union, Keywords: Technology Transfers, USSR, Non-Proliferation","January 17, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","74","","74 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761355","90021–020","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–020, NSC/DC 332—January 17, 1992—NSC/DC Meeting on Combating Spread of Militarily Useful Technology FM Former Soviet Union, Keywords: Technology Transfers, USSR, Non-Proliferation.","Direct Volume XXX review. The minutes and issue papers address the spread of militarily useful technology from the former Soviet Union. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761355","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-332-90021-020.pdf"
"lead-470761356","1992-01-31","NSC/DC 333—January 31, 1992—NSC/DC Meeting re: Iran and Export Controls, Keywords: Iran Export Controls","National Security Council Deputies Committee Meeting File: NSC/DC 333—January 31, 1992—NSC/DC Meeting re: Iran and Export Controls, Keywords: Iran Export Controls","January 31, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","102","","102 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761356","90021–021","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–021, NSC/DC 333—January 31, 1992—NSC/DC Meeting re: Iran and Export Controls, Keywords: Iran Export Controls.","Direct Volume XXX review. The Iran packet contains political-response and export-control papers; compare it with NSC/DC 336 and the November COCOM Cooperation Forum review. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761356","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-333-90021-021.pdf"
"lead-470761359","1992-02-13","NSC/DC 336—February 13, 1992—NSC/DC Meeting on Export Controls, Keywords: Export Controls","National Security Council Deputies Committee Meeting File: NSC/DC 336—February 13, 1992—NSC/DC Meeting on Export Controls, Keywords: Export Controls","February 13, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","134","","134 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761359","90021–024","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–024, NSC/DC 336—February 13, 1992—NSC/DC Meeting on Export Controls, Keywords: Export Controls.","Direct Volume XXX review. The folder centers on export-control and licensing policy toward Iran and options for multilateral implementation. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761359","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-336-90021-024.pdf"
"lead-470761360","1992-02-14","NSC/DC 337—February 14, 1992—NSC/DC Meeting on Counternarcotics / San Antonio Summit, Keywords: Drugs, Latin America","National Security Council Deputies Committee Meeting File: NSC/DC 337—February 14, 1992—NSC/DC Meeting on Counternarcotics / San Antonio Summit, Keywords: Drugs, Latin America","February 14, 1992","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","123","","123 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761360","90021–025","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–025, NSC/DC 337—February 14, 1992—NSC/DC Meeting on Counternarcotics / San Antonio Summit, Keywords: Drugs, Latin America.","Boundary review. The summit packet includes strategies in the economic and financial areas and a review of U.S. economic assistance; route against the Latin America and counternarcotics volumes. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761360","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-337-90021-025.pdf"
"lead-470761362","1992-03-11","NSC/DC 339—March 11, 1992—NSC/DC Meeting on Iraq, Keywords: Iraq","National Security Council Deputies Committee Meeting File: NSC/DC 339—March 11, 1992—NSC/DC Meeting on Iraq, Keywords: Iraq","March 11, 1992","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","166","","166 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761362","90021–027","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–027, NSC/DC 339—March 11, 1992—NSC/DC Meeting on Iraq, Keywords: Iraq.","Boundary review. The Iraq meeting includes options for financing UN operations and using frozen Iraqi oil proceeds; route against the Gulf volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761362","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-339-90021-027.pdf"
"lead-470761363","1992-03-17","NSC/DC 340—March 17, 1992—NSC/DC Meeting on Combating Spread of Militarily Useful Technology FM Former Soviet Union, Keywords: Technology Transfers, USSR","National Security Council Deputies Committee Meeting File: NSC/DC 340—March 17, 1992—NSC/DC Meeting on Combating Spread of Militarily Useful Technology FM Former Soviet Union, Keywords: Technology Transfers, USSR","March 17, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","55","","55 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761363","90021–028","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90021–028, NSC/DC 340—March 17, 1992—NSC/DC Meeting on Combating Spread of Militarily Useful Technology FM Former Soviet Union, Keywords: Technology Transfers, USSR.","Direct Volume XXX review. This follow-up meeting records decisions on limiting the spread of militarily useful technology from the former Soviet Union. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761363","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-340-90021-028.pdf"
"lead-470761366","1992-03-25","NSC/DC 342—March 25, 1992—NSC/DC Meeting on Non-Proliferation Initiative, Keywords: Non-Proliferation","National Security Council Deputies Committee Meeting File: NSC/DC 342—March 25, 1992—NSC/DC Meeting on Non-Proliferation Initiative, Keywords: Non-Proliferation","March 25, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","145","","145 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761366","90022–001","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–001, NSC/DC 342—March 25, 1992—NSC/DC Meeting on Non-Proliferation Initiative, Keywords: Non-Proliferation.","Boundary review. The broad nonproliferation initiative includes export-control measures but may belong primarily in a security volume; retain it for item-level cross-volume review. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761366","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-342-90022-001.pdf"
"lead-470761367","1992-03-26","NSC/DC 343—May 26, 1992—NSC/DC Meeting on Machine Tool Voluntary Restraint Arrangements / VRA, Keywords: International Trade, Japan","National Security Council Deputies Committee Meeting File: NSC/DC 343—May 26, 1992—NSC/DC Meeting on Machine Tool Voluntary Restraint Arrangements / VRA, Keywords: International Trade, Japan","March 26, 1992","NSC/Deputies Committee file","Trade Policy and Market Access","Core","Online file unit; item audit pending","105","","105 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761367","90022–002","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–002, NSC/DC 343—May 26, 1992—NSC/DC Meeting on Machine Tool Voluntary Restraint Arrangements / VRA, Keywords: International Trade, Japan.","Direct Volume XXX review. The meeting record reviews machine-tool VRAs, including Scowcroft and Treasury correspondence. Catalog coverage and the documents establish March 26, 1992; the folder title incorrectly says May 26. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761367","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-343-90022-002.pdf"
"lead-470761369","1992-04-09","NSC/DC 345—April 09, 1992—NSC/DC Meeting on Export Control Regulatory Reform, Keywords: Export Controls","National Security Council Deputies Committee Meeting File: NSC/DC 345—April 09, 1992—NSC/DC Meeting on Export Control Regulatory Reform, Keywords: Export Controls","April 9, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","60","","60 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761369","90022–004","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–004, NSC/DC 345—April 09, 1992—NSC/DC Meeting on Export Control Regulatory Reform, Keywords: Export Controls.","Direct Volume XXX review. The packet includes a summary of conclusions and issues papers for export-control regulatory reform. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761369","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-345-90022-004.pdf"
"lead-470761371","1992-04-22","NSC/DC 347—April 22, 1992—NSC/DC Meeting on Export Control Regulatory Review, Keywords: Export Controls [1]","National Security Council Deputies Committee Meeting File: NSC/DC 347—April 22, 1992—NSC/DC Meeting on Export Control Regulatory Review, Keywords: Export Controls [1]","April 22, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","87","","87 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761371","90022–006","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–006, NSC/DC 347—April 22, 1992—NSC/DC Meeting on Export Control Regulatory Review, Keywords: Export Controls [1].","Direct Volume XXX review. Part 1 contains the April 22 briefing and reform papers on defense trade, industry concerns, and regulatory review. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761371","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-347_1-90022-006.pdf"
"lead-470761372","1992-04-22","NSC/DC 347—April 22, 1992—NSC/DC Meeting on Export Control Regulatory Review, Keywords: Export Controls [2]","National Security Council Deputies Committee Meeting File: NSC/DC 347—April 22, 1992—NSC/DC Meeting on Export Control Regulatory Review, Keywords: Export Controls [2]","April 22, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","92","","92 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761372","90022–007","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–007, NSC/DC 347—April 22, 1992—NSC/DC Meeting on Export Control Regulatory Review, Keywords: Export Controls [2].","Direct Volume XXX review. Part 2 contains implementation and follow-up records for the April 22 decisions; deduplicate repeated reform papers with part 1. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761372","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-347_2-90022-007.pdf"
"lead-470761376","1992-05-05","NSC/DC 350—May 05, 1992—NSC/DC Meeting on Non-Proliferation Policy, Keywords: Non-Proliferation","National Security Council Deputies Committee Meeting File: NSC/DC 350—May 05, 1992—NSC/DC Meeting on Non-Proliferation Policy, Keywords: Non-Proliferation","May 5, 1992","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","92","","92 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761376","90022–011","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–011, NSC/DC 350—May 05, 1992—NSC/DC Meeting on Non-Proliferation Policy, Keywords: Non-Proliferation.","Boundary review. The nonproliferation-policy packet includes agency export-control achievements and proposed initiatives; route principal security documents to the appropriate volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761376","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-350-90022-011.pdf"
"lead-470761377","1992-05-13","NSC/DC 351—May 13, 1992—NSC/DC Meeting on Safety of Soviet Designed Nuclear Reactors, Keywords: Nuclear Safeguards, Nuclear Energy, USSR","National Security Council Deputies Committee Meeting File: NSC/DC 351—May 13, 1992—NSC/DC Meeting on Safety of Soviet Designed Nuclear Reactors, Keywords: Nuclear Safeguards, Nuclear Energy, USSR","May 13, 1992","NSC/Deputies Committee file","Transition Economies and International Economic Strategy","Core","Online file unit; item audit pending","71","","71 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761377","90022–012","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–012, NSC/DC 351—May 13, 1992—NSC/DC Meeting on Safety of Soviet Designed Nuclear Reactors, Keywords: Nuclear Safeguards, Nuclear Energy, USSR.","Direct Volume XXX review. The minutes and working papers address financing and coordinating U.S. action on Soviet-designed reactor safety. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761377","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-351-90022-012.pdf"
